,dPSI_TST11872_iPSC-BIO-1755497-12nM,dPSI_TST11872_iPSC-BIO-1755497-40nM,dPSI_TST11872_iPSC-BIO-1949634-10uM,dPSI_TST11872_iPSC-BIO-1949634-3uM,dPSI_TST11872_iPSC-BIO-2006152-150nM,dPSI_TST11872_iPSC-BIO-2006152-45nM,dPSI_TST11872_iPSC-BIO-2059811-261nM,dPSI_TST11872_iPSC-BIO-2059811-870nM,dPSI_TST11872_iPSC-BIO-2060573-10uM,dPSI_TST11872_iPSC-BIO-2060573-3uM,dPSI_TST11872_iPSC-BIO-2060884-1000nM,dPSI_TST11872_iPSC-BIO-2060884-3700nM,dPSI_TST11872_iPSC-BIO-2070692-1680nM,dPSI_TST11872_iPSC-BIO-2070692-5600nM,dPSI_TST11872_iPSC-BIO-2135644-1uM,dPSI_TST11872_iPSC-BIO-2135644-300nM,dPSI_TST11872_iPSC-BIO-2136770-1000nM,dPSI_TST11872_iPSC-BIO-2136770-300nM,dPSI_TST11872_NGN2-BIO-1755497-12nM,dPSI_TST11872_NGN2-BIO-1755497-40nM,dPSI_TST11872_NGN2-BIO-1949634-10uM,dPSI_TST11872_NGN2-BIO-1949634-3uM,dPSI_TST11872_NGN2-BIO-2006152-150nM,dPSI_TST11872_NGN2-BIO-2006152-45nM,dPSI_TST11872_NGN2-BIO-2059811-261nM,dPSI_TST11872_NGN2-BIO-2059811-870nM,dPSI_TST11872_NGN2-BIO-2060573-10uM,dPSI_TST11872_NGN2-BIO-2060573-3uM,dPSI_TST11872_NGN2-BIO-2060884-1000nM,dPSI_TST11872_NGN2-BIO-2060884-3700nM,dPSI_TST11872_NGN2-BIO-2070692-1680nM,dPSI_TST11872_NGN2-BIO-2070692-5600nM,dPSI_TST11872_NGN2-BIO-2135644-1uM,dPSI_TST11872_NGN2-BIO-2135644-300nM,dPSI_TST11872_NGN2-BIO-2136770-1000nM,dPSI_TST11872_NGN2-BIO-2136770-300nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1755497-12nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1755497-40nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1949634-10uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-1949634-3uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2006152-150nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2006152-45nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2059811-261nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2059811-870nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060573-10uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060573-3uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060884-1000nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2060884-3700nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2070692-1680nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2070692-5600nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2135644-1uM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2135644-300nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2136770-1000nM,minpadj_maxPdPSI_TST11872_iPSC-BIO-2136770-300nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1755497-12nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1755497-40nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1949634-10uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-1949634-3uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2006152-150nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2006152-45nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2059811-261nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2059811-870nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060573-10uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060573-3uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060884-1000nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2060884-3700nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2070692-1680nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2070692-5600nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2135644-1uM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2135644-300nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2136770-1000nM,minpadj_maxPdPSI_TST11872_NGN2-BIO-2136770-300nM
PLEKHH3,NA,NA,-0.457,NA,NA,NA,NA,NA,NA,NA,NA,0.460331274509908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.00148839375224865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLEKHM1,NA,NA,0.706,0.37,NA,NA,NA,0.468,NA,NA,NA,NA,NA,0.382,NA,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00102175617737,NA,NA,NA,4.40491881326e-06,NA,NA,NA,NA,NA,1.25290887734e-07,NA,NA,3.51606593196e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00474385476e-06,NA,NA,NA,NA,NA,NA
PLK3,NA,NA,0.328311551384086,0.340825960672649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346,NA,NA,NA,NA,NA,NA,NA,NA,0.00540634049677111,0.0149103208797118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41018374958e-07,NA,NA,NA,NA,NA,NA
PLPP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.262662019288077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00881123820262506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLPP5,NA,NA,NA,NA,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0315730152094,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431267218943,0.0108874756795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLPPR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343435581671593,0.255897740706747,NA,NA,NA,NA,0.353895180477241,0.269409139224816,NA,0.493230136274857,NA,0.355892290935814,NA,NA,0.268906876164303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38654065268748e-09,2.75108924104803e-15,NA,NA,NA,NA,4.98128797128951e-12,1.1830989674004e-11,NA,6.06839917186661e-10,NA,8.40479127946232e-13,NA,NA,2.97229869128603e-14,NA
PLSCR1,NA,NA,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLSCR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402392077864964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00323323754471067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLXNB1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.686659561963502,NA,NA,NA,NA,NA,-0.719632330033298,-0.416583544222269,NA,-0.924749496363851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999997624430954,NA,NA,NA,NA,NA,0.999999997691869,0.940990822823176,NA,0.999999999999975,NA,NA,NA,NA,NA,NA
PLXNC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.961883943108151,-0.866821151089702,NA,NA,NA,-0.571295596241015,NA,NA,NA,NA,NA,-0.50553436163096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99999999999996,0.999999999999969,NA,NA,NA,0.999999975267584,NA,NA,NA,NA,NA,0.999968079410843,NA,NA,NA,NA
PM20D2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371549660340306,NA,NA,NA,NA,NA,NA,NA,NA,0.550808956453847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0380096896017154,NA,NA,NA,NA,NA,NA,NA,NA,0.00446831773214359,NA,NA,NA,NA,NA,NA
PMFBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29342645001697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00216765164525982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PML,NA,NA,-0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMS1,NA,NA,0.456,0.455,NA,NA,0.292679712603823,0.458,-0.514432906563884,NA,0.315712765470464,0.496,-0.471255723710271,0.428,0.33783062625905,NA,-0.306,NA,NA,0.623099935882993,NA,0.446,-0.649530726275412,NA,0.665,-0.91486331388043,-0.369,0.994040942702296,-0.353,0.546,0.951696993919271,NA,0.52,0.58,NA,0.496,NA,NA,0,0,NA,NA,6.98748402819743e-12,0,0.999650659910845,NA,2.0444874954311e-09,0,0.998320946235423,1.29566894847e-12,7.74155925916927e-10,NA,5.66504515258e-14,NA,NA,0.999961186194178,NA,0.0230550246977,0.999999163058171,NA,0,0.99999999998773,3.08230364309e-13,0.0187066547856406,2.18991970606e-09,9.52963311509e-10,0.999999999999881,NA,0.00175926909253,1.04647920884e-09,NA,0.0354164127889
PMS2CL,NA,NA,0.280068438572528,NA,NA,NA,NA,0.25266799816786,NA,NA,NA,NA,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00130829682218755,NA,NA,NA,NA,0.0339342702494717,NA,NA,NA,NA,NA,6.40554261756e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMS2P10,NA,NA,-0.585108649239975,NA,NA,NA,NA,-0.409217120969182,NA,NA,-0.373161829859647,-0.471857713851616,-0.291393218720475,-0.259341742001031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.450934311340699,NA,NA,NA,NA,NA,0.000459632344121674,NA,NA,NA,NA,0.00293888747505034,NA,NA,0.0434302123659388,0.00934847674262202,0.0255158786855569,0.0012113392917588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.979221063981729,NA,NA,NA
PNISR,NA,0.303576588003421,0.437027764753581,0.642019111578401,0.331651894632186,NA,NA,0.26445626690914,0.658601535719907,0.413735078364031,0.619871986851956,0.388001851188151,0.361734612014004,0.803581431542757,0.614718091581546,0.281772040436009,0.541195111650227,NA,NA,0.530318183325577,0.360098291436967,0.362785540082787,0.540614713983636,0.31061832266889,0.250444037916347,0.300341210652722,0.328057392862766,0.635171111752759,0.270515167637087,0.654120430403172,0.634608236693362,0.35289895650546,0.638892550400289,0.401362006012446,0.250370747608563,0.401093504358829,NA,0.000507467097011991,1.48256630075212e-31,4.4597794030877e-05,0.000113158796068529,NA,NA,6.13876680942965e-33,0.000132726871346773,9.54995886208845e-05,3.06986515385041e-06,4.30414652447299e-20,6.26821757431127e-05,1.52535920167311e-06,6.28338579980438e-06,0.000451413849845057,9.13872250825034e-05,NA,NA,6.80757100849345e-05,5.18357401475906e-11,1.05216081640561e-26,5.9867459004434e-05,0.0194531838577389,0.042673633815506,3.70235139473784e-20,3.10007899521329e-16,1.35306580780013e-05,8.67898474124753e-21,0.000118631854265196,1.01757014019507e-05,2.34732724152789e-18,4.93217838677774e-05,0.000316234125132216,2.02714199978806e-22,0.000557943814711532
PNPLA5,NA,NA,NA,-0.431812608690463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944219151621744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PNPLA8,NA,NA,-0.480865185588594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997658597102246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POC1B,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64025897339e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POGZ,NA,NA,0.71,0.356,NA,NA,NA,NA,NA,NA,0.309,0.321,NA,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316061217036523,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.450981374e-13,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56568672601757e-09,NA,NA,NA,NA,NA,NA
POLB,NA,NA,-0.30327240730494,NA,NA,NA,NA,NA,NA,NA,-0.300249901452179,0.419,NA,-0.266947322747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8176859559059e-07,NA,NA,NA,NA,NA,NA,NA,7.27385919613541e-08,2.56768151714e-14,NA,2.04752767816512e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POLDIP3,NA,NA,0.594,0.418,NA,NA,NA,NA,0.34,NA,0.423,0.492,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POLG,NA,NA,-0.388,0.261008200529308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.301,NA,NA,-0.313,-0.364,NA,NA,NA,NA,NA,0,0.00103041030648779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17813526277e-05,NA,NA,0.000145273300333,0.000114642777279,NA,NA,NA
POLG2,NA,NA,-0.323,NA,NA,-0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89491067268e-05,NA,NA,0.00175100482768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POLL,NA,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3659568576e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04774591504e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POLM,NA,NA,NA,-0.368724977000429,NA,NA,NA,NA,0.274512386784555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00316670668180948,NA,NA,NA,NA,0.0353497482223797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POLQ,NA,NA,0.372,0.323,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30966937505e-13,1.65924400289e-06,NA,NA,NA,NA,NA,NA,NA,3.51691635854e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POLR1D,NA,NA,0.355407931696226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.26194551086174e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POM121,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,0.312,NA,-0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5.47053099083e-08,NA,1.20764147608e-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POMT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261835727179442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00066512382643524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POMT2,-0.438,-0.822,-0.982,-0.984,-0.798,-0.584,-0.95,-0.975,-0.976,-0.947,-0.972,-0.981,-0.957,-0.969,-0.974,-0.884,-0.97,-0.884,-0.803,-0.966,-0.991,-0.993,-0.971,-0.772,-1,-1,-1,-0.982,-1,-1,-0.981,-0.993,-1,-0.994,-1,-0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POMZP3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257794516275906,NA,NA,0.309518000198153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86488071123797e-06,NA,NA,3.86933852156702e-07,NA,NA,NA,NA,NA,NA
POU6F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428426375972079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.939179895008087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPARGC1B,NA,NA,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03478034014e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPFIA1,NA,NA,0.431,0.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00107245953011,0.000715674074945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPFIBP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.424444529053189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995593004957438,NA,NA,NA,NA,NA,NA
PPHLN1,NA,NA,-0.325,-0.376,NA,NA,NA,-0.35,-0.363,-0.302,-0.365,0.321,-0.304,0.309,-0.365,NA,NA,NA,NA,NA,0.333,0.302,NA,NA,-0.473,-0.374,-0.314,-0.503,-0.523,0.475,-0.546,0.344,-0.328,-0.356,-0.55,-0.353,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
PPIE,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,0.386,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00442873425446,NA,NA,NA,NA,NA,NA,0.00156541287524,0.0037312505202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPIL2,NA,NA,NA,-0.310520589749748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0141096580490776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPIL3,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,0.331,0.415,NA,0.424,NA,NA,NA,NA,NA,NA,0.834072270058537,0.652425583299282,NA,NA,NA,-0.432362564535251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0.999999999999975,0.999999580257209,NA,NA,NA,0.951960048016858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PPIP5K1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352281633901537,0.335470355978894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25429947172558,NA,NA,NA,NA,NA,0.999999274368506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00518012558594942,0.00686852551404988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0124755277511863,NA,NA,NA,NA,NA,6.79260697471575e-10
PPIP5K2,NA,NA,-0.568,-0.55,0.255080692697364,NA,0.58122265422749,-0.336,NA,NA,NA,0.553178769380443,NA,0.693739406524766,0.695039205942695,NA,0.826458931260844,0.446768684839064,NA,NA,0.456488349931395,0.993968801919527,NA,NA,0.509708518829707,0.889063739192113,0.302577850526456,NA,0.32410167115798,0.336236199935313,NA,0.335059571226626,0.422671622560064,NA,-0.345,0.342259426669279,NA,NA,0,0,2.53253784613771e-06,NA,1.88865242741874e-06,0,NA,NA,NA,0.000478863946660835,NA,4.87020378438305e-07,3.95694007061608e-09,NA,8.04475014723997e-09,1.73244871018312e-07,NA,NA,8.72356023090427e-06,2.31289126306774e-07,NA,NA,2.94864237963485e-05,3.92958539305775e-09,1.08547106942384e-05,NA,1.37199215741568e-05,1.64370203502631e-08,NA,9.56015202220884e-05,2.73312487977851e-07,NA,0,1.41381415989516e-06
PPM1B,NA,NA,-0.625620937763697,-0.547568698918766,NA,NA,NA,-0.385625150238822,NA,NA,NA,-0.396394020917911,NA,NA,NA,NA,NA,NA,NA,NA,-0.555834170856377,-0.468870075926231,NA,NA,NA,-0.53397398608861,NA,NA,NA,NA,NA,-0.438417521967266,NA,NA,NA,NA,NA,NA,0.999999999999982,0.999999999999974,NA,NA,NA,0.988630755955181,NA,NA,NA,0.987512699986676,NA,NA,NA,NA,NA,NA,NA,NA,0.999999999755832,0.999991897115293,NA,NA,NA,0.999999999995637,NA,NA,NA,NA,NA,0.999946798971936,NA,NA,NA,NA
